   1.0000000e-01   9.7632452e+02   9.2222202e-02
   2.0000000e-01   9.7937006e+02   5.2210785e-01
   3.0000000e-01   9.7787540e+02   9.8211677e-01
   4.0000000e-01   9.7039583e+02   6.3782173e-01
   5.0000000e-01   9.7041895e+02   6.3400243e-01
   6.0000000e-01   9.7328137e+02   4.1180123e-01
   7.0000000e-01   9.6953814e+02   4.3451790e-01
   8.0000000e-01   9.7308183e+02   4.5390531e-01
   9.0000000e-01   9.6392866e+02  -7.5174278e-01
   1.0000000e+00   9.6810943e+02   6.7587801e-01
   1.1000000e+00   9.6628951e+02   9.4285199e-01
   1.2000000e+00   9.7022456e+02  -8.0319080e-02
   1.3000000e+00   9.5698273e+02  -1.8064494e-01
   1.4000000e+00   9.6200334e+02   7.7772470e-01
   1.5000000e+00   9.6123924e+02  -1.7418460e-01
   1.6000000e+00   9.4952668e+02  -2.5105147e-01
   1.7000000e+00   9.6458165e+02   8.5284088e-01
   1.8000000e+00   9.7056327e+02   2.0739603e-01
   1.9000000e+00   9.5596164e+02   1.0567376e+00
   2.0000000e+00   9.5728365e+02  -7.7918217e-02
   2.1000000e+00   9.5292223e+02   2.2525322e-01
   2.2000000e+00   9.5571872e+02   6.0808938e-01
   2.3000000e+00   9.5130136e+02   7.4567641e-01
   2.4000000e+00   9.5154483e+02   7.0913242e-01
   2.5000000e+00   9.5823659e+02   5.8562217e-01
   2.6000000e+00   9.4621107e+02   3.9722810e-01
   2.7000000e+00   9.4642457e+02   2.4096635e-01
   2.8000000e+00   9.4766051e+02   7.1487771e-01
   2.9000000e+00   9.4640757e+02   3.2700318e-01
   3.0000000e+00   9.5243679e+02   6.8855220e-01
   3.1000000e+00   9.5408408e+02  -9.0135632e+00
   3.2000000e+00   9.3957535e+02  -1.0505932e+01
   3.3000000e+00   9.3993326e+02  -8.6930119e+00
   3.4000000e+00   9.4387764e+02  -9.7826660e+00
   3.5000000e+00   9.3849746e+02  -8.9112620e+00
   3.6000000e+00   9.4766230e+02  -8.8061069e+00
   3.7000000e+00   9.4451583e+02  -1.0156916e+01
   3.8000000e+00   9.3805001e+02  -9.4208708e+00
   3.9000000e+00   9.3632066e+02  -7.9498414e+00
   4.0000000e+00   9.3043664e+02  -9.5959840e+00
   4.1000000e+00   9.3341513e+02  -9.2825278e+00
   4.2000000e+00   9.3299208e+02  -9.3520237e+00
   4.3000000e+00   9.2643313e+02  -8.9329770e+00
   4.4000000e+00   9.3217288e+02  -9.0123072e+00
   4.5000000e+00   9.2419918e+02  -9.9232656e+00
   4.6000000e+00   9.1825757e+02  -9.6961028e+00
   4.7000000e+00   9.1785899e+02  -9.3465070e+00
   4.8000000e+00   9.1845412e+02  -9.5261188e+00
   4.9000000e+00   9.0901936e+02  -8.3663249e+00
   5.0000000e+00   9.0756780e+02  -9.3038318e+00
   5.1000000e+00   9.1561366e+02  -9.3043361e+00
   5.2000000e+00   8.9983056e+02  -9.8746201e+00
   5.3000000e+00   9.0303216e+02  -1.0084733e+01
   5.4000000e+00   8.9920893e+02  -9.1448486e+00
   5.5000000e+00   8.9930609e+02  -9.5882190e+00
   5.6000000e+00   8.9110240e+02  -9.2096900e+00
   5.7000000e+00   8.7417530e+02  -9.8718466e+00
   5.8000000e+00   8.7773738e+02  -9.0993172e+00
   5.9000000e+00   8.8008855e+02  -1.0311016e+01
   6.0000000e+00   8.7510280e+02  -8.7993579e+00
   6.1000000e+00   8.7877633e+02  -9.1214334e+00
   6.2000000e+00   8.7223923e+02  -9.4507373e+00
   6.3000000e+00   8.6402191e+02  -1.0019260e+01
   6.4000000e+00   8.5792043e+02  -9.6777834e+00
   6.5000000e+00   8.4627500e+02  -9.3862761e+00
   6.6000000e+00   8.5708230e+02  -8.9598601e+00
   6.7000000e+00   8.4479939e+02  -9.9622139e+00
   6.8000000e+00   8.3263607e+02  -8.9207928e+00
   6.9000000e+00   8.3673770e+02  -8.2620577e+00
   7.0000000e+00   8.3041043e+02  -9.7215260e+00
   7.1000000e+00   8.2244933e+02  -9.2903617e+00
   7.2000000e+00   8.2215504e+02  -9.7939521e+00
   7.3000000e+00   8.1163590e+02  -1.0267847e+01
   7.4000000e+00   8.0352145e+02  -8.8423639e+00
   7.5000000e+00   7.9635453e+02  -9.1895724e+00
   7.6000000e+00   7.9712300e+02  -9.7283906e+00
   7.7000000e+00   7.9039555e+02  -9.4492916e+00
   7.8000000e+00   7.8951841e+02  -9.6027729e+00
   7.9000000e+00   7.7507998e+02  -1.0153707e+01
   8.0000000e+00   7.7501874e+02  -1.0789020e+01
   8.1000000e+00   7.6326887e+02   4.7877184e-01
   8.2000000e+00   7.7209341e+02   2.9317894e-01
   8.3000000e+00   7.5747688e+02   2.4211612e-01
